BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
S001154,HON. BILL SHUSTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,26438.81,514.6
S001154,HON. BILL SHUSTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30697.96,7582.93
S001154,HON. BILL SHUSTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,39286.3,22310.61
S001154,HON. BILL SHUSTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2694.86,755.54
S001154,HON. BILL SHUSTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1163793.14,323135.81
S001154,HON. BILL SHUSTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1163793.14,323135.81
S001148,HON. MICHAEL K. SIMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8758.94,1136.73
S001148,HON. MICHAEL K. SIMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1005511.55,258475.79
S001148,HON. MICHAEL K. SIMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,50765.22,8740.69
S001148,HON. MICHAEL K. SIMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,105341.19,26139.82
S001148,HON. MICHAEL K. SIMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3496.72,388.79
S001148,HON. MICHAEL K. SIMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26135,6055
S001148,HON. MICHAEL K. SIMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,20991.67,7871.92
S001148,HON. MICHAEL K. SIMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,26994.35,337.74
S001148,HON. MICHAEL K. SIMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1247994.64,309146.48
S001148,HON. MICHAEL K. SIMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1247994.64,309146.48
S001191,HON. KYRSTEN SINEMA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,32595.93,1659.85
S001191,HON. KYRSTEN SINEMA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,939915.2,231000
S001191,HON. KYRSTEN SINEMA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,38437.19,12592.88
S001191,HON. KYRSTEN SINEMA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,89942.99,22112.54
S001191,HON. KYRSTEN SINEMA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,37871.39,657.56
S001191,HON. KYRSTEN SINEMA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30876.49,11660.78
S001191,HON. KYRSTEN SINEMA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,35296.48,20423.07
S001191,HON. KYRSTEN SINEMA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4673.03,655.89
S001191,HON. KYRSTEN SINEMA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1209608.7,300762.57
S001191,HON. KYRSTEN SINEMA,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1209608.7,300762.57
S001165,HON. ALBIO SIRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,613.72,161.7
S001165,HON. ALBIO SIRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,987170.33,247102.81
S001165,HON. ALBIO SIRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19094.13,4693.42
S001165,HON. ALBIO SIRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,96393.74,29218.13
S001165,HON. ALBIO SIRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,495.1,110.3
S001165,HON. ALBIO SIRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,47900,13125
S001165,HON. ALBIO SIRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,40962.94,32035.49
S001165,HON. ALBIO SIRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,8593.17,3353.15
S001165,HON. ALBIO SIRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1201223.13,329800
S001165,HON. ALBIO SIRES,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1201223.13,329800
S000480,HON. LOUISE SLAUGHTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,37478.91,647.04
S000480,HON. LOUISE SLAUGHTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,901695.14,257977.23
S000480,HON. LOUISE SLAUGHTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28751.5,5677.97
S000480,HON. LOUISE SLAUGHTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,91200.44,24873.76
S000480,HON. LOUISE SLAUGHTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,31121,1124.24
S000480,HON. LOUISE SLAUGHTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,57885.67,13368.96
S000480,HON. LOUISE SLAUGHTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8783.04,2620.53
S000480,HON. LOUISE SLAUGHTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2400,600
S000480,HON. LOUISE SLAUGHTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1159315.7,306889.73
S000480,HON. LOUISE SLAUGHTER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1159315.7,306889.73
S000510,HON. ADAM SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7872.01,2939.43
S000510,HON. ADAM SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1012204.8,282387.97
S000510,HON. ADAM SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,55422.98,12761.27
S000510,HON. ADAM SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,75483.08,20934.77
S000510,HON. ADAM SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,10596.07,5339.61
S000510,HON. ADAM SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31294.95,6174.27
S000510,HON. ADAM SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,46721.69,37181.37
S000510,HON. ADAM SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4704,1176
S000510,HON. ADAM SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1244299.58,368894.69
S000510,HON. ADAM SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1244299.58,368894.69
S001172,HON. ADRIAN SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7408.77,119.93
S001172,HON. ADRIAN SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,881623.54,224977.89
S001172,HON. ADRIAN SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,74684.17,19315.33
S001172,HON. ADRIAN SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,70020.02,20314.37
S001172,HON. ADRIAN SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3069.69,1328.84
S001172,HON. ADRIAN SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21890,5740
S001172,HON. ADRIAN SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,28385.51,22847.29
S001172,HON. ADRIAN SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2937.84,820.6
S001172,HON. ADRIAN SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1090019.54,295464.25
S001172,HON. ADRIAN SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1090019.54,295464.25
S000522,HON. CHRISTOPHER H. SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,115722.61,2303.68
S000522,HON. CHRISTOPHER H. SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,894807.75,238336.13
S000522,HON. CHRISTOPHER H. SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17956.91,5825.44
S000522,HON. CHRISTOPHER H. SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,55669.44,14929.81
S000522,HON. CHRISTOPHER H. SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,56362.77,27390.43
S000522,HON. CHRISTOPHER H. SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,42186.26,12061.26
S000522,HON. CHRISTOPHER H. SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,24156.71,7367.23
S000522,HON. CHRISTOPHER H. SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3975,993.75
S000522,HON. CHRISTOPHER H. SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1210837.45,309207.73
S000522,HON. CHRISTOPHER H. SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1210837.45,309207.73
S001195,HON. JASON SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,19430.99,1487.97
S001195,HON. JASON SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,889521.15,213069.12
S001195,HON. JASON SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,72908.46,18808.33
S001195,HON. JASON SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,123875.36,28397.53
S001195,HON. JASON SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,32916.2,517.91
S001195,HON. JASON SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,54692.05,11519.84
S001195,HON. JASON SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,24752.91,2554.05
S001195,HON. JASON SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,13316.4,346.99
S001195,HON. JASON SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1231413.52,276701.74
S001195,HON. JASON SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1231413.52,276701.74
S000583,HON. LAMAR SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,51017.58,3294.09
S000583,HON. LAMAR SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,914134.42,269906.98
S000583,HON. LAMAR SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37809.52,13001.25
S000583,HON. LAMAR SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,90346.79,19206.44
S000583,HON. LAMAR SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,36384.17,1301.18
S000583,HON. LAMAR SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34986.59,7271.13
S000583,HON. LAMAR SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,33838.74,22710.99
S000583,HON. LAMAR SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3908.28,977.07
S000583,HON. LAMAR SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1202426.09,337669.13
S000583,HON. LAMAR SMITH,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1202426.09,337669.13
S001175,HON. JACKIE SPEIER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1017.01,134.93
S001175,HON. JACKIE SPEIER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,950591.38,238349.2
S001175,HON. JACKIE SPEIER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25669.61,7666.87
S001175,HON. JACKIE SPEIER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,136201.52,39587.61
S001175,HON. JACKIE SPEIER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5540.54,1856.21
S001175,HON. JACKIE SPEIER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,32780.01,6855.16
S001175,HON. JACKIE SPEIER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,30100.6,5283.63
S001175,HON. JACKIE SPEIER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6054.92,1934.5
S001175,HON. JACKIE SPEIER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1187955.59,301668.11
S001175,HON. JACKIE SPEIER,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1187955.59,301668.11
S001196,HON. ELISE M. STEFANIK,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,109909.68,4189.94
S001196,HON. ELISE M. STEFANIK,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,810188.93,237888.89
S001196,HON. ELISE M. STEFANIK,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,51731.05,12364.18
S001196,HON. ELISE M. STEFANIK,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,90394.97,17274.91
S001196,HON. ELISE M. STEFANIK,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,70242.71,831.04
S001196,HON. ELISE M. STEFANIK,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30467.18,5790
S001196,HON. ELISE M. STEFANIK,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19100.83,3205.17
S001196,HON. ELISE M. STEFANIK,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3730.91,709.02
S001196,HON. ELISE M. STEFANIK,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1185766.26,282253.15
S001196,HON. ELISE M. STEFANIK,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1185766.26,282253.15
S001192,HON. CHRIS STEWART,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,37974.64,818
S001192,HON. CHRIS STEWART,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,936371.02,290073.05
S001192,HON. CHRIS STEWART,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,81088.08,14386.71
S001192,HON. CHRIS STEWART,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,71407.14,17786.16
S001192,HON. CHRIS STEWART,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,48398.93,354.41
S001192,HON. CHRIS STEWART,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31413,7776.5
S001192,HON. CHRIS STEWART,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18353.79,3102.47
S001192,HON. CHRIS STEWART,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2047.3,681.85
S001192,HON. CHRIS STEWART,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1227053.9,334979.15
S001192,HON. CHRIS STEWART,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1227053.9,334979.15
S001187,HON. STEVE STIVERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,19906.84,1585.82
S001187,HON. STEVE STIVERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,819795.05,259921.8
S001187,HON. STEVE STIVERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,45456.24,11185.26
S001187,HON. STEVE STIVERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,61760.31,14444.51
S001187,HON. STEVE STIVERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,34155.71,427
S001187,HON. STEVE STIVERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29945.29,7223.37
S001187,HON. STEVE STIVERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,26907.16,19616.44
S001187,HON. STEVE STIVERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3669.58,453.66
S001187,HON. STEVE STIVERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1041596.18,314857.86
S001187,HON. STEVE STIVERS,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1041596.18,314857.86
S001188,HON. MARLIN A. STUTZMAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1180.28,201.68
S001188,HON. MARLIN A. STUTZMAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,871000.49,225286.12
S001188,HON. MARLIN A. STUTZMAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33395.75,9374.82
S001188,HON. MARLIN A. STUTZMAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,71342.35,18483.49
S001188,HON. MARLIN A. STUTZMAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2130.31,445.68
S001188,HON. MARLIN A. STUTZMAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,34213.86,9123.36
S001188,HON. MARLIN A. STUTZMAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9971.75,1968.53
S001188,HON. MARLIN A. STUTZMAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,29161.87,26425.06
S001188,HON. MARLIN A. STUTZMAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1052396.66,291308.74
S001188,HON. MARLIN A. STUTZMAN,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1052396.66,291308.74
S001193,HON. ERIC SWALWELL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,24499.11,385.92
S001193,HON. ERIC SWALWELL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,945435.78,263221.76
S001193,HON. ERIC SWALWELL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,64669.36,20116
S001193,HON. ERIC SWALWELL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,97873.06,26046.5
S001193,HON. ERIC SWALWELL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15569.17,0
S001193,HON. ERIC SWALWELL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30533.53,5405
S001193,HON. ERIC SWALWELL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14962.24,6659.95
S001193,HON. ERIC SWALWELL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1644,411
S001193,HON. ERIC SWALWELL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1195186.25,322246.13
S001193,HON. ERIC SWALWELL,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1195186.25,322246.13
T000473,HON. MARK TAKAI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,84326.95,9.88
T000473,HON. MARK TAKAI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,592061.18,72785.07
T000473,HON. MARK TAKAI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,56600.72,4145.13
T000473,HON. MARK TAKAI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,98523.19,23819.11
T000473,HON. MARK TAKAI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,112902.41,2324
T000473,HON. MARK TAKAI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30376.85,4636.17
T000473,HON. MARK TAKAI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3725.88,94.62
T000473,HON. MARK TAKAI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2498,249.8
T000473,HON. MARK TAKAI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,981015.18,108063.78
T000473,HON. MARK TAKAI,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,981015.18,108063.78
T000472,HON. MARK TAKANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4762.5,384.63
T000472,HON. MARK TAKANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,940806.35,271419.18
T000472,HON. MARK TAKANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,58402.99,17047.16
T000472,HON. MARK TAKANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,76336.64,19720.63
T000472,HON. MARK TAKANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,866.84,399.6
T000472,HON. MARK TAKANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29911.59,8976.1
T000472,HON. MARK TAKANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15074.41,5132.01
T000472,HON. MARK TAKANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4152,1038
T000472,HON. MARK TAKANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1130313.32,324117.31
T000472,HON. MARK TAKANO,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1130313.32,324117.31
T000193,HON. BENNIE G. THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6245.76,618.65
T000193,HON. BENNIE G. THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,837153.27,243273.67
T000193,HON. BENNIE G. THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,76737.14,25411.06
T000193,HON. BENNIE G. THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,137433.17,45969.06
T000193,HON. BENNIE G. THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,12620.39,7085.03
T000193,HON. BENNIE G. THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,29028.81,7282
T000193,HON. BENNIE G. THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,50075.75,21079.76
T000193,HON. BENNIE G. THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,19615.37,7671.74
T000193,HON. BENNIE G. THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1168909.66,358390.97
T000193,HON. BENNIE G. THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1168909.66,358390.97
T000467,HON. GLENN THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3767.94,1042.89
T000467,HON. GLENN THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1070339.99,282780.75
T000467,HON. GLENN THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,57387.83,17346.38
T000467,HON. GLENN THOMPSON,2016,2016Q4,OFFICIAL EXPENSES OF MEMBERS,RENT COMMUNICATION UTILITIES,47016.88,12088.44
