BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
V000130,HON. JUAN VARGAS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2725.62,1064.25
V000130,HON. JUAN VARGAS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2994,1497
V000130,HON. JUAN VARGAS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,549470.93,313029.49
V000130,HON. JUAN VARGAS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,549470.93,313029.49
V000131,HON. MARC A. VEASEY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,336.84,246.31
V000131,HON. MARC A. VEASEY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,471714.27,240269.39
V000131,HON. MARC A. VEASEY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27629.46,21103.46
V000131,HON. MARC A. VEASEY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51919.77,25627.89
V000131,HON. MARC A. VEASEY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,264.49,251.69
V000131,HON. MARC A. VEASEY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18660,9705
V000131,HON. MARC A. VEASEY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3420.98,2663.74
V000131,HON. MARC A. VEASEY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3308.65,1792.5
V000131,HON. MARC A. VEASEY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,577254.46,301659.98
V000131,HON. MARC A. VEASEY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,577254.46,301659.98
V000132,HON. FILEMON VELA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,565.23,569.21
V000132,HON. FILEMON VELA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,454825.63,230438.97
V000132,HON. FILEMON VELA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,29436.33,11239.05
V000132,HON. FILEMON VELA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,32245.71,16442.88
V000132,HON. FILEMON VELA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1055.51,674.67
V000132,HON. FILEMON VELA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26992.06,11858.74
V000132,HON. FILEMON VELA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15118.78,5813.12
V000132,HON. FILEMON VELA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,560239.25,277036.64
V000132,HON. FILEMON VELA,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,560239.25,277036.64
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,496.65,382.46
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,399530.51,206600
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4539.08,3562.88
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,94637.12,48492.49
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,592.24,485.34
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27214.16,11955
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7232.43,5242.98
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4045.78,1979.94
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,538287.97,278701.09
V000081,HON. NYDIA M. VELAZQUEZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,538287.97,278701.09
V000108,HON. PETER J. VISCLOSKY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4629.36,2756.67
V000108,HON. PETER J. VISCLOSKY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,421337.77,211238.06
V000108,HON. PETER J. VISCLOSKY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15659.93,7217.34
V000108,HON. PETER J. VISCLOSKY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36378.43,19934.19
V000108,HON. PETER J. VISCLOSKY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2651.6,97.5
V000108,HON. PETER J. VISCLOSKY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21540,11535
V000108,HON. PETER J. VISCLOSKY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13124.77,10098.89
V000108,HON. PETER J. VISCLOSKY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2001.78,1101.78
V000108,HON. PETER J. VISCLOSKY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,517323.64,263979.43
V000108,HON. PETER J. VISCLOSKY,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,517323.64,263979.43
W000812,HON. ANN WAGNER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,138.26,8.69
W000812,HON. ANN WAGNER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,528260.73,264703.75
W000812,HON. ANN WAGNER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,34322.96,21099.03
W000812,HON. ANN WAGNER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43314.52,26603.6
W000812,HON. ANN WAGNER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1780.7,1204.4
W000812,HON. ANN WAGNER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11344,5580
W000812,HON. ANN WAGNER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16678.78,8394.14
W000812,HON. ANN WAGNER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,792,396
W000812,HON. ANN WAGNER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,636631.95,327989.61
W000812,HON. ANN WAGNER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,636631.95,327989.61
W000798,HON. TIM WALBERG,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,31195.99,26902.52
W000798,HON. TIM WALBERG,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,428461.62,218224.97
W000798,HON. TIM WALBERG,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,21113.86,14437.83
W000798,HON. TIM WALBERG,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,50877.01,23735
W000798,HON. TIM WALBERG,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,19672.77,15055.77
W000798,HON. TIM WALBERG,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25317.49,13303.92
W000798,HON. TIM WALBERG,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3463.09,2683
W000798,HON. TIM WALBERG,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1720.16,1171.58
W000798,HON. TIM WALBERG,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,581821.99,315514.59
W000798,HON. TIM WALBERG,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,581821.99,315514.59
W000791,HON. GREG WALDEN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1999.55,1880.21
W000791,HON. GREG WALDEN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,412597.79,213165.43
W000791,HON. GREG WALDEN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,31915.97,17879.99
W000791,HON. GREG WALDEN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,56066.67,28598.18
W000791,HON. GREG WALDEN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1229.45,937.75
W000791,HON. GREG WALDEN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,21132,10585
W000791,HON. GREG WALDEN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10523.4,6478.39
W000791,HON. GREG WALDEN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1332,666
W000791,HON. GREG WALDEN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,536796.83,280190.95
W000791,HON. GREG WALDEN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,536796.83,280190.95
W000819,HON. MARK WALKER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1405.56,1159.36
W000819,HON. MARK WALKER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,426545.75,214088.34
W000819,HON. MARK WALKER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,26489.57,19971.35
W000819,HON. MARK WALKER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,51057.18,27308.67
W000819,HON. MARK WALKER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1427.74,467.23
W000819,HON. MARK WALKER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25500.01,11561.27
W000819,HON. MARK WALKER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11613.79,6595.45
W000819,HON. MARK WALKER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2159.2,371.1
W000819,HON. MARK WALKER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,546198.8,281522.77
W000819,HON. MARK WALKER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,546198.8,281522.77
W000813,HON. JACKIE WALORSKI,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,29367.67,28625.76
W000813,HON. JACKIE WALORSKI,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,422106.25,215403.67
W000813,HON. JACKIE WALORSKI,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19730.27,15511.98
W000813,HON. JACKIE WALORSKI,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22885.95,12130.5
W000813,HON. JACKIE WALORSKI,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1990.24,459.9
W000813,HON. JACKIE WALORSKI,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17220.41,9286.4
W000813,HON. JACKIE WALORSKI,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16761.34,8865.87
W000813,HON. JACKIE WALORSKI,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3654.25,2774.26
W000813,HON. JACKIE WALORSKI,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,533716.38,293058.34
W000813,HON. JACKIE WALORSKI,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,533716.38,293058.34
W000820,HON. MIMI WALTERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1297.94,849.91
W000820,HON. MIMI WALTERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,390953.44,201661.27
W000820,HON. MIMI WALTERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16664.61,8464.44
W000820,HON. MIMI WALTERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,69533.79,40194.02
W000820,HON. MIMI WALTERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2821.79,530.85
W000820,HON. MIMI WALTERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,19200,6900
W000820,HON. MIMI WALTERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2907.61,2493.51
W000820,HON. MIMI WALTERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1545.18,772.59
W000820,HON. MIMI WALTERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,504924.36,261866.59
W000820,HON. MIMI WALTERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,504924.36,261866.59
W000799,HON. TIMOTHY J. WALZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-319.92,-210.12
W000799,HON. TIMOTHY J. WALZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,455155.11,234317.15
W000799,HON. TIMOTHY J. WALZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,49202.98,33186.66
W000799,HON. TIMOTHY J. WALZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,41558.22,21769.76
W000799,HON. TIMOTHY J. WALZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,277.9,111.1
W000799,HON. TIMOTHY J. WALZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26627.29,11528.76
W000799,HON. TIMOTHY J. WALZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13766.67,11440.68
W000799,HON. TIMOTHY J. WALZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5100.71,5100.71
W000799,HON. TIMOTHY J. WALZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,591368.96,317244.7
W000799,HON. TIMOTHY J. WALZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,591368.96,317244.7
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,307.34,213.75
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,515865.14,264001.65
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37903.55,21457.16
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19596.96,12739.67
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1076.98,171.33
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14765,8905
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8833.15,4949.19
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,900,450
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,599248.12,312887.75
W000797,HON. DEBBIE WASSERMAN-SCHULTZ,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,599248.12,312887.75
W000187,HON. MAXINE WATERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,16619.06,16557.91
W000187,HON. MAXINE WATERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,314211.67,165649.46
W000187,HON. MAXINE WATERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10699.69,8040.61
W000187,HON. MAXINE WATERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,47151.83,27669.8
W000187,HON. MAXINE WATERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,669.68,493.34
W000187,HON. MAXINE WATERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12205,6625
W000187,HON. MAXINE WATERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6969.71,3691.66
W000187,HON. MAXINE WATERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5145,2775
W000187,HON. MAXINE WATERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,413671.64,231502.78
W000187,HON. MAXINE WATERS,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,413671.64,231502.78
W000822,HON. BONNIE WATSON COLEMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,591.97,408.94
W000822,HON. BONNIE WATSON COLEMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,459712.33,235506.77
W000822,HON. BONNIE WATSON COLEMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,12635.98,6179.73
W000822,HON. BONNIE WATSON COLEMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,45383.18,24160.92
W000822,HON. BONNIE WATSON COLEMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2393.23,1750.84
W000822,HON. BONNIE WATSON COLEMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27514.94,13576.67
W000822,HON. BONNIE WATSON COLEMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15499.58,9636.34
W000822,HON. BONNIE WATSON COLEMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1669.2,834.6
W000822,HON. BONNIE WATSON COLEMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,565400.41,292054.81
W000822,HON. BONNIE WATSON COLEMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,565400.41,292054.81
W000814,HON. RANDY K. WEBER  SR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3222.98,3071.38
W000814,HON. RANDY K. WEBER  SR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,454822.23,234444.44
W000814,HON. RANDY K. WEBER  SR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15765.88,7534.24
W000814,HON. RANDY K. WEBER  SR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,35893.33,21096.84
W000814,HON. RANDY K. WEBER  SR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,737.85,658.7
W000814,HON. RANDY K. WEBER  SR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11160,5580
W000814,HON. RANDY K. WEBER  SR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8550.89,4814.66
W000814,HON. RANDY K. WEBER  SR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1296.75,588
W000814,HON. RANDY K. WEBER  SR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,531449.91,277788.26
W000814,HON. RANDY K. WEBER  SR.,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,531449.91,277788.26
W000806,HON. DANIEL WEBSTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,4235.51,4154.64
W000806,HON. DANIEL WEBSTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,341310.48,180052.11
W000806,HON. DANIEL WEBSTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,17085.48,13858.62
W000806,HON. DANIEL WEBSTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,24253.4,13078.54
W000806,HON. DANIEL WEBSTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,16493.01,14856.73
W000806,HON. DANIEL WEBSTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,14096.67,8166.67
W000806,HON. DANIEL WEBSTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4772.86,3004.65
W000806,HON. DANIEL WEBSTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,422247.41,237171.96
W000806,HON. DANIEL WEBSTER,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,422247.41,237171.96
W000800,HON. PETER WELCH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2034.88,1453.48
W000800,HON. PETER WELCH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,502649.66,263047.9
W000800,HON. PETER WELCH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19981.53,7228.7
W000800,HON. PETER WELCH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,42443.74,22502.05
W000800,HON. PETER WELCH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,689.18,386.83
W000800,HON. PETER WELCH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17909.01,7016
W000800,HON. PETER WELCH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,11871.23,5148.18
W000800,HON. PETER WELCH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1261.94,541.94
W000800,HON. PETER WELCH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,598841.17,307325.08
W000800,HON. PETER WELCH,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,598841.17,307325.08
W000815,HON. BRAD R. WENSTRUP,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1175.93,885.37
W000815,HON. BRAD R. WENSTRUP,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,403457.67,205705.49
W000815,HON. BRAD R. WENSTRUP,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15983.01,13803.25
W000815,HON. BRAD R. WENSTRUP,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,37344.42,15013.66
W000815,HON. BRAD R. WENSTRUP,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,8129.31,7001.21
W000815,HON. BRAD R. WENSTRUP,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,25692,12974
W000815,HON. BRAD R. WENSTRUP,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5193.6,3741.24
W000815,HON. BRAD R. WENSTRUP,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2491.2,2131.2
W000815,HON. BRAD R. WENSTRUP,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,499467.14,261255.42
W000815,HON. BRAD R. WENSTRUP,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,499467.14,261255.42
W000821,HON. BRUCE WESTERMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5907.8,4457.21
W000821,HON. BRUCE WESTERMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,425686.16,234175.01
W000821,HON. BRUCE WESTERMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,33971,23343.61
W000821,HON. BRUCE WESTERMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,36198.43,22884.04
W000821,HON. BRUCE WESTERMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2129.62,852.74
W000821,HON. BRUCE WESTERMAN,2017,2017Q2,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22132.28,11054.82
