BIOGUIDE_ID,OFFICE,YEAR,QUARTER,PROGRAM,DESCRIPTION,YTD,AMOUNT
S001148,HON. MICHAEL K. SIMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,840.64,840.64
S001148,HON. MICHAEL K. SIMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,253430.31,253430.31
S001148,HON. MICHAEL K. SIMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7413.08,7413.08
S001148,HON. MICHAEL K. SIMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23615.58,23615.58
S001148,HON. MICHAEL K. SIMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,229.85,229.85
S001148,HON. MICHAEL K. SIMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7085,7085
S001148,HON. MICHAEL K. SIMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3648.9,3648.9
S001148,HON. MICHAEL K. SIMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,337.74,337.74
S001148,HON. MICHAEL K. SIMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,296601.1,296601.1
S001148,HON. MICHAEL K. SIMPSON,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,296601.1,296601.1
S001191,HON. KYRSTEN SINEMA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,869.59,869.59
S001191,HON. KYRSTEN SINEMA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,233672.29,233672.29
S001191,HON. KYRSTEN SINEMA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6429.36,6429.36
S001191,HON. KYRSTEN SINEMA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20551.02,20551.02
S001191,HON. KYRSTEN SINEMA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2899.2,2899.2
S001191,HON. KYRSTEN SINEMA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11950.71,11950.71
S001191,HON. KYRSTEN SINEMA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1566.61,1566.61
S001191,HON. KYRSTEN SINEMA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9149.42,9149.42
S001191,HON. KYRSTEN SINEMA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,287088.2,287088.2
S001191,HON. KYRSTEN SINEMA,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,287088.2,287088.2
S001165,HON. ALBIO SIRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,179.94,179.94
S001165,HON. ALBIO SIRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,250289.4,250289.4
S001165,HON. ALBIO SIRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2990.05,2990.05
S001165,HON. ALBIO SIRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13082.02,13082.02
S001165,HON. ALBIO SIRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,27.2,27.2
S001165,HON. ALBIO SIRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10705,10705
S001165,HON. ALBIO SIRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6722.13,6722.13
S001165,HON. ALBIO SIRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1373.46,1373.46
S001165,HON. ALBIO SIRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,285369.2,285369.2
S001165,HON. ALBIO SIRES,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,285369.2,285369.2
S000480,HON. LOUISE SLAUGHTER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,344.41,344.41
S000480,HON. LOUISE SLAUGHTER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,223456.05,223456.05
S000480,HON. LOUISE SLAUGHTER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5374.75,5374.75
S000480,HON. LOUISE SLAUGHTER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23916.18,23916.18
S000480,HON. LOUISE SLAUGHTER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,250.5,250.5
S000480,HON. LOUISE SLAUGHTER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17478.69,17478.69
S000480,HON. LOUISE SLAUGHTER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3558.48,3558.48
S000480,HON. LOUISE SLAUGHTER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1569,1569
S000480,HON. LOUISE SLAUGHTER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,275948.06,275948.06
S000480,HON. LOUISE SLAUGHTER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,275948.06,275948.06
S000510,HON. ADAM SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,458.87,458.87
S000510,HON. ADAM SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,232152.58,232152.58
S000510,HON. ADAM SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7405.96,7405.96
S000510,HON. ADAM SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17917.21,17917.21
S000510,HON. ADAM SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,121.4,121.4
S000510,HON. ADAM SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5749.62,5749.62
S000510,HON. ADAM SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,818.56,818.56
S000510,HON. ADAM SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1176,1176
S000510,HON. ADAM SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,265800.2,265800.2
S000510,HON. ADAM SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,265800.2,265800.2
S001172,HON. ADRIAN SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,40.62,40.62
S001172,HON. ADRIAN SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,230384.73,230384.73
S001172,HON. ADRIAN SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5895.54,5895.54
S001172,HON. ADRIAN SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19361.33,19361.33
S001172,HON. ADRIAN SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,767.72,767.72
S001172,HON. ADRIAN SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10700,10700
S001172,HON. ADRIAN SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4768.52,4768.52
S001172,HON. ADRIAN SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,735,735
S001172,HON. ADRIAN SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,272653.46,272653.46
S001172,HON. ADRIAN SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,272653.46,272653.46
S000522,HON. CHRISTOPHER H. SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1114.76,1114.76
S000522,HON. CHRISTOPHER H. SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,200206.59,200206.59
S000522,HON. CHRISTOPHER H. SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1618.25,1618.25
S000522,HON. CHRISTOPHER H. SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14019.5,14019.5
S000522,HON. CHRISTOPHER H. SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,347.25,347.25
S000522,HON. CHRISTOPHER H. SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12095.86,12095.86
S000522,HON. CHRISTOPHER H. SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4679.81,4679.81
S000522,HON. CHRISTOPHER H. SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,993.75,993.75
S000522,HON. CHRISTOPHER H. SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,235075.77,235075.77
S000522,HON. CHRISTOPHER H. SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,235075.77,235075.77
S001195,HON. JASON SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,778.8,778.8
S001195,HON. JASON SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,199088.32,199088.32
S001195,HON. JASON SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8785.59,8785.59
S001195,HON. JASON SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23548.39,23548.39
S001195,HON. JASON SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1252.35,1252.35
S001195,HON. JASON SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12130.07,12130.07
S001195,HON. JASON SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2164.68,2164.68
S001195,HON. JASON SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,746.99,746.99
S001195,HON. JASON SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,248495.19,248495.19
S001195,HON. JASON SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,248495.19,248495.19
S000583,HON. LAMAR SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,8463.93,8463.93
S000583,HON. LAMAR SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,210862.88,210862.88
S000583,HON. LAMAR SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8123.4,8123.4
S000583,HON. LAMAR SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22008.1,22008.1
S000583,HON. LAMAR SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,11158.97,11158.97
S000583,HON. LAMAR SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12349.17,12349.17
S000583,HON. LAMAR SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2443.08,2443.08
S000583,HON. LAMAR SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,977.07,977.07
S000583,HON. LAMAR SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,276386.6,276386.6
S000583,HON. LAMAR SMITH,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,276386.6,276386.6
S001199,HON. LLOYD SMUCKER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,665.89,665.89
S001199,HON. LLOYD SMUCKER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,175458.34,175458.34
S001199,HON. LLOYD SMUCKER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1975.32,1975.32
S001199,HON. LLOYD SMUCKER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25797.31,25797.31
S001199,HON. LLOYD SMUCKER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1550.2,1550.2
S001199,HON. LLOYD SMUCKER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8145,8145
S001199,HON. LLOYD SMUCKER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4250.84,4250.84
S001199,HON. LLOYD SMUCKER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2370.01,2370.01
S001199,HON. LLOYD SMUCKER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,220212.91,220212.91
S001199,HON. LLOYD SMUCKER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,220212.91,220212.91
S001200,HON. DARREN SOTO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-30.65,-30.65
S001200,HON. DARREN SOTO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,205764.42,205764.42
S001200,HON. DARREN SOTO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2967.36,2967.36
S001200,HON. DARREN SOTO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18355.37,18355.37
S001200,HON. DARREN SOTO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3824.37,3824.37
S001200,HON. DARREN SOTO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6132.5,6132.5
S001200,HON. DARREN SOTO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2916.23,2916.23
S001200,HON. DARREN SOTO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1378.86,1378.86
S001200,HON. DARREN SOTO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,241308.46,241308.46
S001200,HON. DARREN SOTO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,241308.46,241308.46
S001175,HON. JACKIE SPEIER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,129.59,129.59
S001175,HON. JACKIE SPEIER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,237330.04,237330.04
S001175,HON. JACKIE SPEIER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6551.98,6551.98
S001175,HON. JACKIE SPEIER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,30809.62,30809.62
S001175,HON. JACKIE SPEIER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,417.45,417.45
S001175,HON. JACKIE SPEIER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,7165,7165
S001175,HON. JACKIE SPEIER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5188.44,5188.44
S001175,HON. JACKIE SPEIER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588,588
S001175,HON. JACKIE SPEIER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,288180.12,288180.12
S001175,HON. JACKIE SPEIER,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,288180.12,288180.12
S001196,HON. ELISE M. STEFANIK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2259.37,2259.37
S001196,HON. ELISE M. STEFANIK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,185248.62,185248.62
S001196,HON. ELISE M. STEFANIK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8064.01,8064.01
S001196,HON. ELISE M. STEFANIK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22400.69,22400.69
S001196,HON. ELISE M. STEFANIK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,408.33,408.33
S001196,HON. ELISE M. STEFANIK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10559.6,10559.6
S001196,HON. ELISE M. STEFANIK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2173.16,2173.16
S001196,HON. ELISE M. STEFANIK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,609.39,609.39
S001196,HON. ELISE M. STEFANIK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,231723.17,231723.17
S001196,HON. ELISE M. STEFANIK,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,231723.17,231723.17
S001192,HON. CHRIS STEWART,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,531.73,531.73
S001192,HON. CHRIS STEWART,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,217400.36,217400.36
S001192,HON. CHRIS STEWART,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,11803.09,11803.09
S001192,HON. CHRIS STEWART,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17710.87,17710.87
S001192,HON. CHRIS STEWART,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1618.06,1618.06
S001192,HON. CHRIS STEWART,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12186.8,12186.8
S001192,HON. CHRIS STEWART,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8570.57,8570.57
S001192,HON. CHRIS STEWART,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,312.99,312.99
S001192,HON. CHRIS STEWART,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,270134.47,270134.47
S001192,HON. CHRIS STEWART,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,270134.47,270134.47
S001187,HON. STEVE STIVERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1200.9,1200.9
S001187,HON. STEVE STIVERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,174170.72,174170.72
S001187,HON. STEVE STIVERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1252.62,1252.62
S001187,HON. STEVE STIVERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,21156.98,21156.98
S001187,HON. STEVE STIVERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,285.55,285.55
S001187,HON. STEVE STIVERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10107.27,10107.27
S001187,HON. STEVE STIVERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8067.87,8067.87
S001187,HON. STEVE STIVERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2483.66,2483.66
S001187,HON. STEVE STIVERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,218725.57,218725.57
S001187,HON. STEVE STIVERS,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,218725.57,218725.57
S001201,HON. THOMAS R SUOZZI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,55.86,55.86
S001201,HON. THOMAS R SUOZZI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,177665.52,177665.52
S001201,HON. THOMAS R SUOZZI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3409.84,3409.84
S001201,HON. THOMAS R SUOZZI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15079.61,15079.61
S001201,HON. THOMAS R SUOZZI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1106.05,1106.05
S001201,HON. THOMAS R SUOZZI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10822.8,10822.8
S001201,HON. THOMAS R SUOZZI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12851.39,12851.39
S001201,HON. THOMAS R SUOZZI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1558.95,1558.95
S001201,HON. THOMAS R SUOZZI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,222550.02,222550.02
S001201,HON. THOMAS R SUOZZI,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,222550.02,222550.02
S001193,HON. ERIC SWALWELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11609.59,11609.59
S001193,HON. ERIC SWALWELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,223132.23,223132.23
S001193,HON. ERIC SWALWELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7840.44,7840.44
S001193,HON. ERIC SWALWELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17551.36,17551.36
S001193,HON. ERIC SWALWELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1280.21,1280.21
S001193,HON. ERIC SWALWELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11279.59,11279.59
S001193,HON. ERIC SWALWELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5949.11,5949.11
S001193,HON. ERIC SWALWELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,411,411
S001193,HON. ERIC SWALWELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,279053.53,279053.53
S001193,HON. ERIC SWALWELL,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,279053.53,279053.53
T000472,HON. MARK TAKANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,195.38,195.38
T000472,HON. MARK TAKANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,233559.05,233559.05
T000472,HON. MARK TAKANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9120.11,9120.11
T000472,HON. MARK TAKANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,18856.3,18856.3
T000472,HON. MARK TAKANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,404.35,404.35
T000472,HON. MARK TAKANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8518.02,8518.02
T000472,HON. MARK TAKANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3943.71,3943.71
T000472,HON. MARK TAKANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1038,1038
T000472,HON. MARK TAKANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,275634.92,275634.92
T000472,HON. MARK TAKANO,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,275634.92,275634.92
T000477,HON. SCOTT TAYLOR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-12.65,-12.65
T000477,HON. SCOTT TAYLOR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,179716.63,179716.63
T000477,HON. SCOTT TAYLOR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3413.18,3413.18
T000477,HON. SCOTT TAYLOR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15104.1,15104.1
T000477,HON. SCOTT TAYLOR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1257.4,1257.4
T000477,HON. SCOTT TAYLOR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10800.84,10800.84
T000477,HON. SCOTT TAYLOR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1438.86,1438.86
T000477,HON. SCOTT TAYLOR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4449.48,4449.48
T000477,HON. SCOTT TAYLOR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,216167.84,216167.84
T000477,HON. SCOTT TAYLOR,2017,2017Q1,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,216167.84,216167.84
