BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,974539.51,297105.25
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,36327.51,8963.81
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,122464.66,31946.61
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,34823.69,4155.63
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,23453,5685
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16421.28,7028.82
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2768.55,532.08
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1265244.57,365962.21
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1265244.57,365962.21
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19871.17,7972.2
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19871.17,7972.2
S001190,2019 HON. BRADLEY SCOTT SCHNEIDER,INTERN ALLOWANCES,OFFICE TOTALS:,19871.17,7972.2
S001180,2019 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2655.32,655.86
S001180,2019 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1114230.27,324602.75
S001180,2019 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,35952.5,6900.03
S001180,2019 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,91569.4,25407.42
S001180,2019 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2857.83,831.82
S001180,2019 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,44178.54,11573.04
S001180,2019 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,14508.06,10332.94
S001180,2019 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10560.34,7792.89
S001180,2019 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1316512.26,388096.75
S001180,2019 HON. KURT SCHRADER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1316512.26,388096.75
S001180,2019 HON. KURT SCHRADER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,16536.01,2053.33
S001180,2019 HON. KURT SCHRADER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,16536.01,2053.33
S001180,2019 HON. KURT SCHRADER,INTERN ALLOWANCES,OFFICE TOTALS:,16536.01,2053.33
S001216,2019 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,11968.38,1517
S001216,2019 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,743611.01,224972.21
S001216,2019 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,48633.01,22627.49
S001216,2019 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,95622.81,24302.73
S001216,2019 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,25066.69,3744.79
S001216,2019 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,43472.38,10707
S001216,2019 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,21719.21,7464.94
S001216,2019 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,14021.8,5024.69
S001216,2019 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1004115.29,300360.85
S001216,2019 HON. KIM SCHRIER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1004115.29,300360.85
S001216,2019 HON. KIM SCHRIER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17201.74,7938.34
S001216,2019 HON. KIM SCHRIER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17201.74,7938.34
S001216,2019 HON. KIM SCHRIER,INTERN ALLOWANCES,OFFICE TOTALS:,17201.74,7938.34
S001183,2019 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,25806.41,5287.46
S001183,2019 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1030263.93,275405.32
S001183,2019 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,72651.84,21705.73
S001183,2019 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,130773.32,30152.07
S001183,2019 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,29433.17,11741.04
S001183,2019 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,50397.95,10485
S001183,2019 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,17707.04,-495.65
S001183,2019 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,24276.26,5862.83
S001183,2019 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1381309.92,360143.8
S001183,2019 HON. DAVID SCHWEIKERT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1381309.92,360143.8
S001183,2019 HON. DAVID SCHWEIKERT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,14830.01,7546.68
S001183,2019 HON. DAVID SCHWEIKERT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,14830.01,7546.68
S001183,2019 HON. DAVID SCHWEIKERT,INTERN ALLOWANCES,OFFICE TOTALS:,14830.01,7546.68
S001189,2019 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,17392.62,2950.86
S001189,2019 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,901881.02,233057.4
S001189,2019 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,41847.77,9476.7
S001189,2019 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,67266.85,19903.58
S001189,2019 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,31765.44,15911.86
S001189,2019 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,51401,14523
S001189,2019 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10959.1,7344.29
S001189,2019 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7134.89,3953.39
S001189,2019 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1129648.69,307121.08
S001189,2019 HON. AUSTIN SCOTT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1129648.69,307121.08
S001189,2019 HON. AUSTIN SCOTT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15274.99,0
S001189,2019 HON. AUSTIN SCOTT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15274.99,0
S001189,2019 HON. AUSTIN SCOTT,INTERN ALLOWANCES,OFFICE TOTALS:,15274.99,0
S001157,2019 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,85496.84,770.64
S001157,2019 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,830939.57,171975.03
S001157,2019 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20877.56,4269.78
S001157,2019 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,22,0
S001157,2019 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,142285.93,31541.71
S001157,2019 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,150722.36,25472.87
S001157,2019 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,61075.66,15438.67
S001157,2019 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,27606.49,3622.62
S001157,2019 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2685.16,354.96
S001157,2019 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1321711.57,253446.28
S001157,2019 HON. DAVID SCOTT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1321711.57,253446.28
S001157,2019 HON. DAVID SCOTT,INTERN ALLOWANCES,PERSONNEL COMPENSATION,15961.1,12311.1
S001157,2019 HON. DAVID SCOTT,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15961.1,12311.1
S001157,2019 HON. DAVID SCOTT,INTERN ALLOWANCES,OFFICE TOTALS:,15961.1,12311.1
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2346.75,1032.15
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1100567.74,330605.3
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20804.94,3363.39
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,91992.38,20952.74
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1838.54,104.95
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,30700,7645
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5357.98,552.72
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,16298.91,15626.91
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1269907.24,379883.16
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1269907.24,379883.16
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",INTERN ALLOWANCES,PERSONNEL COMPENSATION,15225.33,2253.33
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,15225.33,2253.33
S000185,"2019 HON. ROBERT C. ""BOBBY"" SCOTT",INTERN ALLOWANCES,OFFICE TOTALS:,15225.33,2253.33
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,42814.84,11725.72
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,979911.01,284644.42
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,30126.58,6954.92
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,53879.34,15082.74
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,39467.33,22937.95
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,47290,15000
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,8983.94,3116.32
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6810.92,1685.64
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1209283.96,361147.71
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1209283.96,361147.71
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1466.65,1466.65
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1466.65,1466.65
S000244,2019 HON. F. JAMES SENSENBRENNER  JR.,INTERN ALLOWANCES,OFFICE TOTALS:,1466.65,1466.65
S000248,2019 HON. JOSE E. SERRANO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,625.44,212.34
S000248,2019 HON. JOSE E. SERRANO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1097917.71,312613.02
S000248,2019 HON. JOSE E. SERRANO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14801.67,3041.79
S000248,2019 HON. JOSE E. SERRANO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,150112.54,36938.94
S000248,2019 HON. JOSE E. SERRANO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,973.2,136.1
S000248,2019 HON. JOSE E. SERRANO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,44902.68,24195.97
S000248,2019 HON. JOSE E. SERRANO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5393.58,1239.96
S000248,2019 HON. JOSE E. SERRANO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2580,645
S000248,2019 HON. JOSE E. SERRANO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1317306.82,379023.12
S000248,2019 HON. JOSE E. SERRANO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1317306.82,379023.12
S000248,2019 HON. JOSE E. SERRANO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,16100,7920
S000248,2019 HON. JOSE E. SERRANO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,16100,7920
S000248,2019 HON. JOSE E. SERRANO,INTERN ALLOWANCES,OFFICE TOTALS:,16100,7920
S001185,2019 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3019.43,489.26
S001185,2019 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,934541.32,297342.77
S001185,2019 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,87426.21,12672.14
S001185,2019 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,123845.91,32594.3
S001185,2019 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5789.03,2099.42
S001185,2019 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,55865.44,10135.61
S001185,2019 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,51144.24,22206.81
S001185,2019 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9233.48,1981
S001185,2019 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1270865.06,379521.31
S001185,2019 HON. TERRI A. SEWELL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1270865.06,379521.31
S001185,2019 HON. TERRI A. SEWELL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,11881.39,7150
S001185,2019 HON. TERRI A. SEWELL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,11881.39,7150
S001185,2019 HON. TERRI A. SEWELL,INTERN ALLOWANCES,OFFICE TOTALS:,11881.39,7150
S001206,2019 HON. DONNA E. SHALALA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1295.71,153.89
S001206,2019 HON. DONNA E. SHALALA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,937324.84,341581.51
S001206,2019 HON. DONNA E. SHALALA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,50887.48,12973.16
S001206,2019 HON. DONNA E. SHALALA,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,150,0
S001206,2019 HON. DONNA E. SHALALA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,97385.45,23420.95
S001206,2019 HON. DONNA E. SHALALA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,54490.38,36512.87
S001206,2019 HON. DONNA E. SHALALA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,48899.53,13360
S001206,2019 HON. DONNA E. SHALALA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,48263.32,19796.7
S001206,2019 HON. DONNA E. SHALALA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,25931.6,9119.29
S001206,2019 HON. DONNA E. SHALALA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1264628.31,456918.37
S001206,2019 HON. DONNA E. SHALALA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1264628.31,456918.37
S001206,2019 HON. DONNA E. SHALALA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19966,7536.67
S001206,2019 HON. DONNA E. SHALALA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19966,7536.67
S001206,2019 HON. DONNA E. SHALALA,INTERN ALLOWANCES,OFFICE TOTALS:,19966,7536.67
S000344,2019 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,69173.2,35099.47
S000344,2019 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,821547.08,214014.1
S000344,2019 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15624.99,5745.58
S000344,2019 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,159246.74,40263.29
S000344,2019 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,117622.21,65167.24
S000344,2019 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,44715.26,12907.9
S000344,2019 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,32248.57,10360.67
S000344,2019 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4004.69,1869.81
S000344,2019 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1264182.74,385428.06
S000344,2019 HON. BRAD SHERMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1264182.74,385428.06
S000344,2019 HON. BRAD SHERMAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19229.67,11201.67
S000344,2019 HON. BRAD SHERMAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19229.67,11201.67
S000344,2019 HON. BRAD SHERMAN,INTERN ALLOWANCES,OFFICE TOTALS:,19229.67,11201.67
S001207,2019 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2651.49,828.55
S001207,2019 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,900830.37,309919.24
S001207,2019 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,28548.65,9869.07
S001207,2019 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,70566.82,18938.42
S001207,2019 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,6619.49,3064.16
S001207,2019 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,42656.68,10107
S001207,2019 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,19354.67,9105.73
S001207,2019 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,14496.71,2984.79
S001207,2019 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1085724.88,364816.96
S001207,2019 HON. MIKIE SHERRILL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1085724.88,364816.96
S001207,2019 HON. MIKIE SHERRILL,INTERN ALLOWANCES,PERSONNEL COMPENSATION,13233.33,6000
S001207,2019 HON. MIKIE SHERRILL,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,13233.33,6000
S001207,2019 HON. MIKIE SHERRILL,INTERN ALLOWANCES,OFFICE TOTALS:,13233.33,6000
S000364,2019 HON. JOHN SHIMKUS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3962.66,902.57
S000364,2019 HON. JOHN SHIMKUS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1183884.65,381422.95
S000364,2019 HON. JOHN SHIMKUS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,20656.35,3095.51
S000364,2019 HON. JOHN SHIMKUS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,69711.21,18203.92
S000364,2019 HON. JOHN SHIMKUS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1451.19,358.78
S000364,2019 HON. JOHN SHIMKUS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,46110.78,11376.19
S000364,2019 HON. JOHN SHIMKUS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5394.02,1398.95
S000364,2019 HON. JOHN SHIMKUS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7837.88,1298.4
S000364,2019 HON. JOHN SHIMKUS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1339008.74,418057.27
S000364,2019 HON. JOHN SHIMKUS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1339008.74,418057.27
S000364,2019 HON. JOHN SHIMKUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,19600,0
S000364,2019 HON. JOHN SHIMKUS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,19600,0
S000364,2019 HON. JOHN SHIMKUS,INTERN ALLOWANCES,OFFICE TOTALS:,19600,0
S001148,2019 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3049.1,689.67
S001148,2019 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1130516.1,305598.02
S001148,2019 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,80813.89,14062.71
S001148,2019 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,94235.44,24370.54
S001148,2019 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2138.35,560.84
S001148,2019 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,27479,6555
S001148,2019 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,23636.06,11352.91
S001148,2019 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7602.29,1819.72
S001148,2019 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1369470.23,365009.41
S001148,2019 HON. MICHAEL K. SIMPSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1369470.23,365009.41
S001148,2019 HON. MICHAEL K. SIMPSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,17600.01,5133.34
S001148,2019 HON. MICHAEL K. SIMPSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,17600.01,5133.34
S001148,2019 HON. MICHAEL K. SIMPSON,INTERN ALLOWANCES,OFFICE TOTALS:,17600.01,5133.34
S001165,2019 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7306.71,2606.32
S001165,2019 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1091740.64,286435.55
S001165,2019 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,19221.81,5763.6
S001165,2019 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,69854.35,18676.22
S001165,2019 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,54402.4,37495.4
S001165,2019 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,46626.8,11920.5
S001165,2019 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,24045.37,4646.96
S001165,2019 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6246.88,2075.21
S001165,2019 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1319444.96,369619.76
S001165,2019 HON. ALBIO SIRES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1319444.96,369619.76
