BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
W000815,2019 HON. BRAD R. WENSTRUP,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,258185.62,258185.62
W000821,2019 HON. BRUCE WESTERMAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2313.29,2313.29
W000821,2019 HON. BRUCE WESTERMAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,212962.89,212962.89
W000821,2019 HON. BRUCE WESTERMAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,16369.96,16369.96
W000821,2019 HON. BRUCE WESTERMAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13720.38,13720.38
W000821,2019 HON. BRUCE WESTERMAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1396.56,1396.56
W000821,2019 HON. BRUCE WESTERMAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9007,9007
W000821,2019 HON. BRUCE WESTERMAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2380.38,2380.38
W000821,2019 HON. BRUCE WESTERMAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,992.34,992.34
W000821,2019 HON. BRUCE WESTERMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,259142.8,259142.8
W000821,2019 HON. BRUCE WESTERMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,259142.8,259142.8
W000825,2019 HON. JENNIFER WEXTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,149.44,149.44
W000825,2019 HON. JENNIFER WEXTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,186916.65,186916.65
W000825,2019 HON. JENNIFER WEXTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1329.36,1329.36
W000825,2019 HON. JENNIFER WEXTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14824.31,14824.31
W000825,2019 HON. JENNIFER WEXTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,551.2,551.2
W000825,2019 HON. JENNIFER WEXTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10287,10287
W000825,2019 HON. JENNIFER WEXTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3016.69,3016.69
W000825,2019 HON. JENNIFER WEXTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1188.09,1188.09
W000825,2019 HON. JENNIFER WEXTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,218262.74,218262.74
W000825,2019 HON. JENNIFER WEXTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,218262.74,218262.74
W000826,2019 HON. SUSAN WILD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,104.21,104.21
W000826,2019 HON. SUSAN WILD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,184636.11,184636.11
W000826,2019 HON. SUSAN WILD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2321.96,2321.96
W000826,2019 HON. SUSAN WILD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19263.52,19263.52
W000826,2019 HON. SUSAN WILD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,379.1,379.1
W000826,2019 HON. SUSAN WILD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10512,10512
W000826,2019 HON. SUSAN WILD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9089.6,9089.6
W000826,2019 HON. SUSAN WILD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,693.79,693.79
W000826,2019 HON. SUSAN WILD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,227000.29,227000.29
W000826,2019 HON. SUSAN WILD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,227000.29,227000.29
W000816,2019 HON. ROGER WILLIAMS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,313.87,313.87
W000816,2019 HON. ROGER WILLIAMS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,198059.22,198059.22
W000816,2019 HON. ROGER WILLIAMS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,25077.05,25077.05
W000816,2019 HON. ROGER WILLIAMS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22045.47,22045.47
W000816,2019 HON. ROGER WILLIAMS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,629.7,629.7
W000816,2019 HON. ROGER WILLIAMS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,17197,17197
W000816,2019 HON. ROGER WILLIAMS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1788.17,1788.17
W000816,2019 HON. ROGER WILLIAMS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,862.35,862.35
W000816,2019 HON. ROGER WILLIAMS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,265972.83,265972.83
W000816,2019 HON. ROGER WILLIAMS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,265972.83,265972.83
W000808,2019 HON. FREDERICA S. WILSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,10.01,10.01
W000808,2019 HON. FREDERICA S. WILSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,268300.84,268300.84
W000808,2019 HON. FREDERICA S. WILSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27766.2,27766.2
W000808,2019 HON. FREDERICA S. WILSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,29537.49,29537.49
W000808,2019 HON. FREDERICA S. WILSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,819.5,819.5
W000808,2019 HON. FREDERICA S. WILSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13056.3,13056.3
W000808,2019 HON. FREDERICA S. WILSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,12005.55,12005.55
W000808,2019 HON. FREDERICA S. WILSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3193.21,3193.21
W000808,2019 HON. FREDERICA S. WILSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,354689.1,354689.1
W000808,2019 HON. FREDERICA S. WILSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,354689.1,354689.1
W000795,2019 HON. JOE WILSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,232.03,232.03
W000795,2019 HON. JOE WILSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,264774.14,264774.14
W000795,2019 HON. JOE WILSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,10660.09,10660.09
W000795,2019 HON. JOE WILSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19567.7,19567.7
W000795,2019 HON. JOE WILSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,634.44,634.44
W000795,2019 HON. JOE WILSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11320,11320
W000795,2019 HON. JOE WILSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6838.82,6838.82
W000795,2019 HON. JOE WILSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1488,1488
W000795,2019 HON. JOE WILSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,315515.22,315515.22
W000795,2019 HON. JOE WILSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,315515.22,315515.22
W000804,2019 HON. ROBERT J. WITTMAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1744.74,1744.74
W000804,2019 HON. ROBERT J. WITTMAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,217806.05,217806.05
W000804,2019 HON. ROBERT J. WITTMAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3789.37,3789.37
W000804,2019 HON. ROBERT J. WITTMAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,23395.79,23395.79
W000804,2019 HON. ROBERT J. WITTMAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,508.35,508.35
W000804,2019 HON. ROBERT J. WITTMAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11358.12,11358.12
W000804,2019 HON. ROBERT J. WITTMAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2784.13,2784.13
W000804,2019 HON. ROBERT J. WITTMAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,450,450
W000804,2019 HON. ROBERT J. WITTMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,261836.55,261836.55
W000804,2019 HON. ROBERT J. WITTMAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,261836.55,261836.55
W000809,2019 HON. STEVE WOMACK,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1307.98,1307.98
W000809,2019 HON. STEVE WOMACK,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,246186.12,246186.12
W000809,2019 HON. STEVE WOMACK,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7856.63,7856.63
W000809,2019 HON. STEVE WOMACK,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19799.38,19799.38
W000809,2019 HON. STEVE WOMACK,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,4206.83,4206.83
W000809,2019 HON. STEVE WOMACK,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13722.04,13722.04
W000809,2019 HON. STEVE WOMACK,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3214.04,3214.04
W000809,2019 HON. STEVE WOMACK,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,435,435
W000809,2019 HON. STEVE WOMACK,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,296728.02,296728.02
W000809,2019 HON. STEVE WOMACK,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,296728.02,296728.02
W000810,2019 HON. ROB WOODALL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,190.99,190.99
W000810,2019 HON. ROB WOODALL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,216067.74,216067.74
W000810,2019 HON. ROB WOODALL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4488.38,4488.38
W000810,2019 HON. ROB WOODALL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,4769.88,4769.88
W000810,2019 HON. ROB WOODALL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,79.9,79.9
W000810,2019 HON. ROB WOODALL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10547.33,10547.33
W000810,2019 HON. ROB WOODALL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,6330.36,6330.36
W000810,2019 HON. ROB WOODALL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,840.99,840.99
W000810,2019 HON. ROB WOODALL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,243315.57,243315.57
W000810,2019 HON. ROB WOODALL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,243315.57,243315.57
W000827,2019 HON. RON WRIGHT,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-5.41,-5.41
W000827,2019 HON. RON WRIGHT,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,169088.52,169088.52
W000827,2019 HON. RON WRIGHT,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6114.12,6114.12
W000827,2019 HON. RON WRIGHT,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,5245.9,5245.9
W000827,2019 HON. RON WRIGHT,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,36,36
W000827,2019 HON. RON WRIGHT,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10540,10540
W000827,2019 HON. RON WRIGHT,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4736.74,4736.74
W000827,2019 HON. RON WRIGHT,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1358.44,1358.44
W000827,2019 HON. RON WRIGHT,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,197114.31,197114.31
W000827,2019 HON. RON WRIGHT,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,197114.31,197114.31
Y000062,2019 HON. JOHN A. YARMUTH,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,251.34,251.34
Y000062,2019 HON. JOHN A. YARMUTH,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,214051.57,214051.57
Y000062,2019 HON. JOHN A. YARMUTH,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5435.29,5435.29
Y000062,2019 HON. JOHN A. YARMUTH,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,14794.01,14794.01
Y000062,2019 HON. JOHN A. YARMUTH,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9270.87,9270.87
Y000062,2019 HON. JOHN A. YARMUTH,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2081.81,2081.81
Y000062,2019 HON. JOHN A. YARMUTH,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,666,666
Y000062,2019 HON. JOHN A. YARMUTH,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,246550.89,246550.89
Y000062,2019 HON. JOHN A. YARMUTH,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,246550.89,246550.89
Y000065,2019 HON. TED S. YOHO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,29.77,29.77
Y000065,2019 HON. TED S. YOHO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,217422.2,217422.2
Y000065,2019 HON. TED S. YOHO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9808.03,9808.03
Y000065,2019 HON. TED S. YOHO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17663.1,17663.1
Y000065,2019 HON. TED S. YOHO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,328.14,328.14
Y000065,2019 HON. TED S. YOHO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10380.84,10380.84
Y000065,2019 HON. TED S. YOHO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,10074.91,10074.91
Y000065,2019 HON. TED S. YOHO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7064.82,7064.82
Y000065,2019 HON. TED S. YOHO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,272771.81,272771.81
Y000065,2019 HON. TED S. YOHO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,272771.81,272771.81
Y000033,2019 HON. DON YOUNG,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,83.46,83.46
Y000033,2019 HON. DON YOUNG,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,261477.81,261477.81
Y000033,2019 HON. DON YOUNG,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4952.78,4952.78
Y000033,2019 HON. DON YOUNG,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17231.88,17231.88
Y000033,2019 HON. DON YOUNG,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,512.5,512.5
Y000033,2019 HON. DON YOUNG,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11275,11275
Y000033,2019 HON. DON YOUNG,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2931.67,2931.67
Y000033,2019 HON. DON YOUNG,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2755.98,2755.98
Y000033,2019 HON. DON YOUNG,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,301221.08,301221.08
Y000033,2019 HON. DON YOUNG,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,301221.08,301221.08
Z000017,2019 HON. LEE M. ZELDIN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,221.93,221.93
Z000017,2019 HON. LEE M. ZELDIN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,233336.14,233336.14
Z000017,2019 HON. LEE M. ZELDIN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3865.72,3865.72
Z000017,2019 HON. LEE M. ZELDIN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,27901.47,27901.47
Z000017,2019 HON. LEE M. ZELDIN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1867,1867
Z000017,2019 HON. LEE M. ZELDIN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11244.67,11244.67
Z000017,2019 HON. LEE M. ZELDIN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,814.22,814.22
Z000017,2019 HON. LEE M. ZELDIN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1156.32,1156.32
Z000017,2019 HON. LEE M. ZELDIN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,280407.47,280407.47
Z000017,2019 HON. LEE M. ZELDIN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,280407.47,280407.47
,2019 CONGRESSIONAL BLACK CAUCUS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,84430.55,84430.55
,2019 CONGRESSIONAL BLACK CAUCUS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,660.43,660.43
,2019 CONGRESSIONAL BLACK CAUCUS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1850,1850
,2019 CONGRESSIONAL BLACK CAUCUS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,86940.98,86940.98
,2019 CONGRESSIONAL BLACK CAUCUS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,86940.98,86940.98
,2019 CONGRESSIONAL HISPANIC CAUCUS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,43166.67,43166.67
,2019 CONGRESSIONAL HISPANIC CAUCUS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,11.75,11.75
,2019 CONGRESSIONAL HISPANIC CAUCUS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,43178.42,43178.42
,2019 CONGRESSIONAL HISPANIC CAUCUS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,43178.42,43178.42
,2019 CONGRESSIONAL WESTERN CAUCUS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,69833.78,69833.78
,2019 CONGRESSIONAL WESTERN CAUCUS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,700,700
,2019 CONGRESSIONAL WESTERN CAUCUS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2034.72,2034.72
,2019 CONGRESSIONAL WESTERN CAUCUS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,530.42,530.42
,2019 CONGRESSIONAL WESTERN CAUCUS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,73098.92,73098.92
,2019 CONGRESSIONAL WESTERN CAUCUS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,73098.92,73098.92
,2019 NEW DEMOCRAT COALITION,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,70816.66,70816.66
,2019 NEW DEMOCRAT COALITION,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,70816.66,70816.66
,2019 NEW DEMOCRAT COALITION,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,70816.66,70816.66
,2019 REPUBLICAN STUDY COMMITTEE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,152516.64,152516.64
,2019 REPUBLICAN STUDY COMMITTEE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,937.7,937.7
,2019 REPUBLICAN STUDY COMMITTEE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,209.65,209.65
,2019 REPUBLICAN STUDY COMMITTEE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1500,1500
,2019 REPUBLICAN STUDY COMMITTEE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,510,510
,2019 REPUBLICAN STUDY COMMITTEE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,155673.99,155673.99
,2019 REPUBLICAN STUDY COMMITTEE,ECMO TRANSPORTATION,TRAVEL,65.81,65.81
,2019 REPUBLICAN STUDY COMMITTEE,ECMO TRANSPORTATION,ECMO TRANSPORTATION TOTALS:,65.81,65.81
,2019 REPUBLICAN STUDY COMMITTEE,ECMO TRANSPORTATION,OFFICE TOTALS:,155739.8,155739.8
,2019 OTHER ADMINISTRATION ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5408.99,5408.99
,2019 OTHER ADMINISTRATION ,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25350.25,25350.25
,2019 OTHER ADMINISTRATION ,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,392.94,392.94
,2019 OTHER ADMINISTRATION ,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,31152.18,31152.18
,2019 OTHER ADMINISTRATION ,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,31152.18,31152.18
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,PERSONNEL COMPENSATION,7431726.82,5833344.83
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,TRAVEL,9553.59,0
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,RENT  COMMUNICATION  UTILITIES,118281.09,76556.5
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,PRINTING AND REPRODUCTION,5530.95,5385
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,OTHER SERVICES,378304.67,122401.67
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,SUPPLIES AND MATERIALS,63979.67,59413.32
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,EQUIPMENT,47705.57,41590.42
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,APPROPRIATIONS COMMITTEE TOTALS:,8055082.36,6138691.74
,FISCAL YEAR 2019 COMMITTEE ON APPROPRIATIONS,APPROPRIATIONS COMMITTEE,OFFICE TOTALS:,8055082.36,6138691.74
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,936789.23,936789.23
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,6728.63,6728.63
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,2754.15,2754.15
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,OTHER SERVICES,8373.95,8373.95
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,13266.26,13266.26
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,EQUIPMENT,4108.48,4108.48
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,972020.7,972020.7
,2019 COMMITTEE ON BUDGET,GENERAL EXPENDITURES,OFFICE TOTALS:,972020.7,972020.7
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1048214.46,1048214.46
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,TRAVEL,7600.55,7600.55
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,9198.2,9198.2
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,3377.85,3377.85
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,OTHER SERVICES,1520,1520
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,5144.88,5144.88
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,EQUIPMENT,5291.65,5291.65
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,1080347.59,1080347.59
,2019 COMMITTEE ON AGRICULTURE,GENERAL EXPENDITURES,OFFICE TOTALS:,1080347.59,1080347.59
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1731522.71,1731522.71
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,11174.49,11174.49
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,OTHER SERVICES,1470,1470
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,2045.25,2045.25
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,EQUIPMENT,3401.7,3401.7
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,1749614.15,1749614.15
,2019 ARMED SERVICES COMMITTEE,GENERAL EXPENDITURES,OFFICE TOTALS:,1749614.15,1749614.15
,2019 COMMITTEE ON FINANCIAL SERVICE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1422795.3,1422795.3
,2019 COMMITTEE ON FINANCIAL SERVICE,GENERAL EXPENDITURES,TRAVEL,594.6,594.6
,2019 COMMITTEE ON FINANCIAL SERVICE,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,19287,19287
,2019 COMMITTEE ON FINANCIAL SERVICE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1395.77,1395.77
