BIOGUIDE_ID,OFFICE,PROGRAM,CATEGORY,YTD,AMOUNT
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,201317.86,201317.86
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8860.4,8860.4
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,4208.78,4208.78
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,52131.64,52131.64
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2620.55,2620.55
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,599.67,599.67
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,287628.88,287628.88
T000480,2020 HON. WILLIAM R. TIMMONS IV,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,287628.88,287628.88
T000480,2020 HON. WILLIAM R. TIMMONS IV,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1893.95,1893.95
T000480,2020 HON. WILLIAM R. TIMMONS IV,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1893.95,1893.95
T000480,2020 HON. WILLIAM R. TIMMONS IV,INTERN ALLOWANCES,OFFICE TOTALS:,1893.95,1893.95
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,297.89,297.89
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,226173.52,226173.52
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8445.44,8445.44
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17469.75,17469.75
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,265.27,265.27
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10287,10287
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,654.83,654.83
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1039.14,1039.14
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,264632.84,264632.84
T000470,2020 HON. SCOTT R. TIPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,264632.84,264632.84
T000470,2020 HON. SCOTT R. TIPTON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4804.47,4804.47
T000470,2020 HON. SCOTT R. TIPTON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4804.47,4804.47
T000470,2020 HON. SCOTT R. TIPTON,INTERN ALLOWANCES,OFFICE TOTALS:,4804.47,4804.47
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,5906.16,5906.16
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,227827.84,227827.84
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,9540.13,9540.13
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,4468.49,4468.49
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,50067.5,50067.5
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,9290,9290
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2174.8,2174.8
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,588,588
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,309862.92,309862.92
T000468,2020 HON. DINA TITUS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,309862.92,309862.92
T000468,2020 HON. DINA TITUS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6240,6240
T000468,2020 HON. DINA TITUS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6240,6240
T000468,2020 HON. DINA TITUS,INTERN ALLOWANCES,OFFICE TOTALS:,6240,6240
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2317.92,2317.92
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,242237.22,242237.22
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5429.11,5429.11
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15332.77,15332.77
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,3967.42,3967.42
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10287,10287
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3788.92,3788.92
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9338.36,9338.36
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,292698.72,292698.72
T000481,2020 HON. RASHIDA TLAIB,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,292698.72,292698.72
T000481,2020 HON. RASHIDA TLAIB,INTERN ALLOWANCES,PERSONNEL COMPENSATION,6916,6916
T000481,2020 HON. RASHIDA TLAIB,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,6916,6916
T000481,2020 HON. RASHIDA TLAIB,INTERN ALLOWANCES,OFFICE TOTALS:,6916,6916
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1017.56,1017.56
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,268933.36,268933.36
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3636.93,3636.93
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,13678.4,13678.4
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,588.67,588.67
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8917.08,8917.08
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,666.92,666.92
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2559.03,2559.03
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,299997.95,299997.95
T000469,2020 HON. PAUL TONKO,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,299997.95,299997.95
T000469,2020 HON. PAUL TONKO,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5912.31,5912.31
T000469,2020 HON. PAUL TONKO,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5912.31,5912.31
T000469,2020 HON. PAUL TONKO,INTERN ALLOWANCES,OFFICE TOTALS:,5912.31,5912.31
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,73.37,73.37
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,218589.59,218589.59
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,22122.54,22122.54
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17471.57,17471.57
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,523.77,523.77
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5505,5505
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5561.68,5561.68
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1050,1050
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,270897.52,270897.52
T000474,2020 HON. NORMA J. TORRES,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,270897.52,270897.52
T000474,2020 HON. NORMA J. TORRES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2400,2400
T000474,2020 HON. NORMA J. TORRES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2400,2400
T000474,2020 HON. NORMA J. TORRES,INTERN ALLOWANCES,OFFICE TOTALS:,2400,2400
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,31834.9,31834.9
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,199761.62,199761.62
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,14995.08,14995.08
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,9658.15,9658.15
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,29322.15,29322.15
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,395.21,395.21
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,530.13,530.13
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1412.51,1412.51
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,287909.75,287909.75
T000484,2020 HON. XOCHITL TORRES SMALL,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,287909.75,287909.75
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,7351.36,7351.36
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,242370.86,242370.86
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,6239.47,6239.47
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19303.31,19303.31
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,489.4,489.4
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11050,11050
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,13530.63,13530.63
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1404.99,1404.99
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,301740.02,301740.02
T000482,2020 HON. LORI TRAHAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,301740.02,301740.02
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9380,9380
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9380,9380
T000482,2020 HON. LORI TRAHAN,INTERN ALLOWANCES,OFFICE TOTALS:,9380,9380
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,123.99,123.99
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,251019.4,251019.4
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3711.76,3711.76
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,9623.92,9623.92
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,242.64,242.64
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12893.21,12893.21
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5090.41,5090.41
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1268.07,1268.07
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,283973.4,283973.4
T000483,2020 HON. DAVID J. TRONE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,283973.4,283973.4
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,1808.33,1808.33
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,1808.33,1808.33
T000483,2020 HON. DAVID J. TRONE,INTERN ALLOWANCES,OFFICE TOTALS:,1808.33,1808.33
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,843.99,843.99
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,228068.35,228068.35
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,7675.94,7675.94
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,12920.9,12920.9
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1139.51,1139.51
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1209.99,1209.99
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,251858.68,251858.68
T000463,2020 HON. MICHAEL R. TURNER,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,251858.68,251858.68
T000463,2020 HON. MICHAEL R. TURNER,INTERN ALLOWANCES,PERSONNEL COMPENSATION,2780,2780
T000463,2020 HON. MICHAEL R. TURNER,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,2780,2780
T000463,2020 HON. MICHAEL R. TURNER,INTERN ALLOWANCES,OFFICE TOTALS:,2780,2780
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,870.07,870.07
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,237998.82,237998.82
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5604.32,5604.32
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3279,3279
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1515.25,1515.25
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1800,1800
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9955.09,9955.09
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,922.59,922.59
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,261945.14,261945.14
U000040,2020 HON. LAUREN UNDERWOOD,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,261945.14,261945.14
U000040,2020 HON. LAUREN UNDERWOOD,INTERN ALLOWANCES,PERSONNEL COMPENSATION,3375,3375
U000040,2020 HON. LAUREN UNDERWOOD,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,3375,3375
U000040,2020 HON. LAUREN UNDERWOOD,INTERN ALLOWANCES,OFFICE TOTALS:,3375,3375
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1699.94,1699.94
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,230586.77,230586.77
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,5099.71,5099.71
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17041.72,17041.72
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,592.88,592.88
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,12232,12232
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2251.91,2251.91
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,480.66,480.66
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,269985.59,269985.59
U000031,2020 HON. FRED UPTON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,269985.59,269985.59
U000031,2020 HON. FRED UPTON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5433.33,5433.33
U000031,2020 HON. FRED UPTON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5433.33,5433.33
U000031,2020 HON. FRED UPTON,INTERN ALLOWANCES,OFFICE TOTALS:,5433.33,5433.33
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,215.22,215.22
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,260650.07,260650.07
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4842.16,4842.16
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,15859.4,15859.4
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,8823.2,8823.2
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1895,1895
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,16109.81,16109.81
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10762.15,10762.15
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,319157.01,319157.01
V000133,2020 HON. JEFFERSON VAN DREW,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,319157.01,319157.01
V000133,2020 HON. JEFFERSON VAN DREW,INTERN ALLOWANCES,PERSONNEL COMPENSATION,9671.6,9671.6
V000133,2020 HON. JEFFERSON VAN DREW,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,9671.6,9671.6
V000133,2020 HON. JEFFERSON VAN DREW,INTERN ALLOWANCES,OFFICE TOTALS:,9671.6,9671.6
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,6.28,6.28
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,205235.07,205235.07
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4649.84,4649.84
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,22335.12,22335.12
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,73.9,73.9
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10287,10287
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2140.1,2140.1
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,996,996
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,245723.31,245723.31
V000130,2020 HON. JUAN VARGAS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,245723.31,245723.31
V000130,2020 HON. JUAN VARGAS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,4620,4620
V000130,2020 HON. JUAN VARGAS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,4620,4620
V000130,2020 HON. JUAN VARGAS,INTERN ALLOWANCES,OFFICE TOTALS:,4620,4620
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,53.15,53.15
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,237072.78,237072.78
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,8089.77,8089.77
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,25961.38,25961.38
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,403.34,403.34
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,3600,3600
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2833.71,2833.71
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,2023.67,2023.67
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,280037.8,280037.8
V000131,2020 HON. MARC A. VEASEY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,280037.8,280037.8
V000131,2020 HON. MARC A. VEASEY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5750,5750
V000131,2020 HON. MARC A. VEASEY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5750,5750
V000131,2020 HON. MARC A. VEASEY,INTERN ALLOWANCES,OFFICE TOTALS:,5750,5750
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,468.51,468.51
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,251591.15,251591.15
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,15318.67,15318.67
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,17825.39,17825.39
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,608.7,608.7
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,15326.58,15326.58
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,7929.02,7929.02
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,309068.02,309068.02
V000132,2020 HON. FILEMON VELA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,309068.02,309068.02
V000132,2020 HON. FILEMON VELA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5123.33,5123.33
V000132,2020 HON. FILEMON VELA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5123.33,5123.33
V000132,2020 HON. FILEMON VELA,INTERN ALLOWANCES,OFFICE TOTALS:,5123.33,5123.33
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,13.81,13.81
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,255969.94,255969.94
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4393.76,4393.76
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,34933.17,34933.17
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,167.5,167.5
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,10287,10287
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2583.66,2583.66
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,5927.61,5927.61
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,314276.45,314276.45
V000081,2020 HON. NYDIA M. VELAZQUEZ,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,314276.45,314276.45
V000081,2020 HON. NYDIA M. VELAZQUEZ,INTERN ALLOWANCES,PERSONNEL COMPENSATION,5760,5760
V000081,2020 HON. NYDIA M. VELAZQUEZ,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,5760,5760
V000081,2020 HON. NYDIA M. VELAZQUEZ,INTERN ALLOWANCES,OFFICE TOTALS:,5760,5760
